city_town,election_date,office,candidate,precinct,votes,max_votes,total_ballots,write_ins,blank_votes,total_votes
Watertown,2023-11-07,DISTRICT A COUNCILOR,Nicole N. Gardner,3,300,1,339,0,39,339
Watertown,2023-11-07,DISTRICT B COUNCILOR,Lisa J. Feltner,4,357,1,473,0,116,473
Watertown,2023-11-07,DISTRICT B COUNCILOR,Lisa J. Feltner,5,173,1,226,0,53,226
Watertown,2023-11-07,DISTRICT B COUNCILOR,Lisa J. Feltner,6,187,1,240,0,53,240
Watertown,2023-11-07,DISTRICT C COUNCILOR,Vincent J. Piccirilli Jr.,7,270,1,380,0,110,380
Watertown,2023-11-07,DISTRICT C COUNCILOR,Vincent J. Piccirilli Jr.,8,313,1,403,0,90,403
Watertown,2023-11-07,DISTRICT C COUNCILOR,Vincent J. Piccirilli Jr.,9,153,1,208,0,55,208
Watertown,2023-11-07,DISTRICT D COUNCILOR,Emily C. Izzo,10,225,1,267,0,42,267
Watertown,2023-11-07,DISTRICT D COUNCILOR,Emily C. Izzo,11,314,1,382,0,68,382
Watertown,2023-11-07,DISTRICT D COUNCILOR,Emily C. Izzo,12,223,1,278,0,55,278
Watertown,2023-11-07,LIBRARY TRUSTEES,Maja L. Young,1,148,3,212,0,207,636
Watertown,2023-11-07,LIBRARY TRUSTEES,Theodore C. Kokoros,1,144,3,212,0,207,636
Watertown,2023-11-07,LIBRARY TRUSTEES,Sarah Murphy-Holroyd,1,137,3,212,0,207,636
Watertown,2023-11-07,LIBRARY TRUSTEES,Maja L. Young,10,169,3,267,0,318,801
Watertown,2023-11-07,LIBRARY TRUSTEES,Theodore C. Kokoros,10,164,3,267,0,318,801
Watertown,2023-11-07,LIBRARY TRUSTEES,Sarah Murphy-Holroyd,10,150,3,267,0,318,801
Watertown,2023-11-07,LIBRARY TRUSTEES,Maja L. Young,11,258,3,382,0,394,1140
Watertown,2023-11-07,LIBRARY TRUSTEES,Theodore C. Kokoros,11,254,3,382,0,394,1140
Watertown,2023-11-07,LIBRARY TRUSTEES,Sarah Murphy-Holroyd,11,234,3,382,0,394,1140
Watertown,2023-11-07,LIBRARY TRUSTEES,Maja L. Young,12,190,3,278,0,298,840
Watertown,2023-11-07,LIBRARY TRUSTEES,Theodore C. Kokoros,12,181,3,278,0,298,840
Watertown,2023-11-07,LIBRARY TRUSTEES,Sarah Murphy-Holroyd,12,171,3,278,0,298,840
Watertown,2023-11-07,LIBRARY TRUSTEES,Maja L. Young,2,210,3,289,0,281,862
Watertown,2023-11-07,LIBRARY TRUSTEES,Theodore C. Kokoros,2,192,3,289,0,281,862
Watertown,2023-11-07,LIBRARY TRUSTEES,Sarah Murphy-Holroyd,2,179,3,289,0,281,862
Watertown,2023-11-07,LIBRARY TRUSTEES,Maja L. Young,3,251,3,339,0,313,1017
Watertown,2023-11-07,LIBRARY TRUSTEES,Theodore C. Kokoros,3,227,3,339,0,313,1017
Watertown,2023-11-07,LIBRARY TRUSTEES,Sarah Murphy-Holroyd,3,226,3,339,0,313,1017
Watertown,2023-11-07,LIBRARY TRUSTEES,Maja L. Young,4,358,3,473,0,463,1421
Watertown,2023-11-07,LIBRARY TRUSTEES,Theodore C. Kokoros,4,318,3,473,0,463,1421
Watertown,2023-11-07,LIBRARY TRUSTEES,Sarah Murphy-Holroyd,4,282,3,473,0,463,1421
Watertown,2023-11-07,LIBRARY TRUSTEES,Maja L. Young,5,159,3,226,0,220,676
Watertown,2023-11-07,LIBRARY TRUSTEES,Theodore C. Kokoros,5,153,3,226,0,220,676
Watertown,2023-11-07,LIBRARY TRUSTEES,Sarah Murphy-Holroyd,5,144,3,226,0,220,676
Watertown,2023-11-07,LIBRARY TRUSTEES,Maja L. Young,6,180,3,240,0,204,720
Watertown,2023-11-07,LIBRARY TRUSTEES,Theodore C. Kokoros,6,174,3,240,0,204,720
Watertown,2023-11-07,LIBRARY TRUSTEES,Sarah Murphy-Holroyd,6,162,3,240,0,204,720
Watertown,2023-11-07,LIBRARY TRUSTEES,Maja L. Young,7,243,3,380,0,435,1130
Watertown,2023-11-07,LIBRARY TRUSTEES,Theodore C. Kokoros,7,233,3,380,0,435,1130
Watertown,2023-11-07,LIBRARY TRUSTEES,Sarah Murphy-Holroyd,7,219,3,380,0,435,1130
Watertown,2023-11-07,LIBRARY TRUSTEES,Maja L. Young,8,298,3,403,0,361,1208
Watertown,2023-11-07,LIBRARY TRUSTEES,Theodore C. Kokoros,8,282,3,403,0,361,1208
Watertown,2023-11-07,LIBRARY TRUSTEES,Sarah Murphy-Holroyd,8,267,3,403,0,361,1208
Watertown,2023-11-07,LIBRARY TRUSTEES,Maja L. Young,9,156,3,208,0,173,623
Watertown,2023-11-07,LIBRARY TRUSTEES,Theodore C. Kokoros,9,147,3,208,0,173,623
Watertown,2023-11-07,LIBRARY TRUSTEES,Sarah Murphy-Holroyd,9,147,3,208,0,173,623
Watertown,2023-11-07,SCHOOL COMMITTEE,Rachel E. Kay,1,135,3,212,0,143,633
Watertown,2023-11-07,SCHOOL COMMITTEE,Lisa Capoccia,1,86,3,212,0,143,633
Watertown,2023-11-07,SCHOOL COMMITTEE,Kendra M. Foley,1,125,3,212,0,143,633
Watertown,2023-11-07,SCHOOL COMMITTEE,Jennifer A. Nicholson,1,57,3,212,0,143,633
Watertown,2023-11-07,SCHOOL COMMITTEE,David M. Stokes,1,87,3,212,0,143,633
Watertown,2023-11-07,SCHOOL COMMITTEE,Rachel E. Kay,10,134,3,267,0,196,801
Watertown,2023-11-07,SCHOOL COMMITTEE,Lisa Capoccia,10,122,3,267,0,196,801
Watertown,2023-11-07,SCHOOL COMMITTEE,Kendra M. Foley,10,127,3,267,0,196,801
Watertown,2023-11-07,SCHOOL COMMITTEE,Jennifer A. Nicholson,10,132,3,267,0,196,801
Watertown,2023-11-07,SCHOOL COMMITTEE,David M. Stokes,10,90,3,267,0,196,801
Watertown,2023-11-07,SCHOOL COMMITTEE,Rachel E. Kay,11,164,3,382,0,229,1140
Watertown,2023-11-07,SCHOOL COMMITTEE,Lisa Capoccia,11,173,3,382,0,229,1140
Watertown,2023-11-07,SCHOOL COMMITTEE,Kendra M. Foley,11,198,3,382,0,229,1140
Watertown,2023-11-07,SCHOOL COMMITTEE,Jennifer A. Nicholson,11,230,3,382,0,229,1140
Watertown,2023-11-07,SCHOOL COMMITTEE,David M. Stokes,11,146,3,382,0,229,1140
Watertown,2023-11-07,SCHOOL COMMITTEE,Rachel E. Kay,12,124,3,278,0,154,840
Watertown,2023-11-07,SCHOOL COMMITTEE,Lisa Capoccia,12,154,3,278,0,154,840
Watertown,2023-11-07,SCHOOL COMMITTEE,Kendra M. Foley,12,162,3,278,0,154,840
Watertown,2023-11-07,SCHOOL COMMITTEE,Jennifer A. Nicholson,12,126,3,278,0,154,840
Watertown,2023-11-07,SCHOOL COMMITTEE,David M. Stokes,12,120,3,278,0,154,840
Watertown,2023-11-07,SCHOOL COMMITTEE,Rachel E. Kay,2,178,3,289,0,158,863
Watertown,2023-11-07,SCHOOL COMMITTEE,Lisa Capoccia,2,161,3,289,0,158,863
Watertown,2023-11-07,SCHOOL COMMITTEE,Kendra M. Foley,2,181,3,289,0,158,863
Watertown,2023-11-07,SCHOOL COMMITTEE,Jennifer A. Nicholson,2,66,3,289,0,158,863
Watertown,2023-11-07,SCHOOL COMMITTEE,David M. Stokes,2,119,3,289,0,158,863
Watertown,2023-11-07,SCHOOL COMMITTEE,Rachel E. Kay,3,222,3,339,0,171,1014
Watertown,2023-11-07,SCHOOL COMMITTEE,Lisa Capoccia,3,188,3,339,0,171,1014
Watertown,2023-11-07,SCHOOL COMMITTEE,Kendra M. Foley,3,207,3,339,0,171,1014
Watertown,2023-11-07,SCHOOL COMMITTEE,Jennifer A. Nicholson,3,102,3,339,0,171,1014
Watertown,2023-11-07,SCHOOL COMMITTEE,David M. Stokes,3,124,3,339,0,171,1014
Watertown,2023-11-07,SCHOOL COMMITTEE,Rachel E. Kay,4,244,3,473,0,287,1421
Watertown,2023-11-07,SCHOOL COMMITTEE,Lisa Capoccia,4,288,3,473,0,287,1421
Watertown,2023-11-07,SCHOOL COMMITTEE,Kendra M. Foley,4,322,3,473,0,287,1421
Watertown,2023-11-07,SCHOOL COMMITTEE,Jennifer A. Nicholson,4,114,3,473,0,287,1421
Watertown,2023-11-07,SCHOOL COMMITTEE,David M. Stokes,4,166,3,473,0,287,1421
Watertown,2023-11-07,SCHOOL COMMITTEE,Rachel E. Kay,5,120,3,226,0,120,676
Watertown,2023-11-07,SCHOOL COMMITTEE,Lisa Capoccia,5,144,3,226,0,120,676
Watertown,2023-11-07,SCHOOL COMMITTEE,Kendra M. Foley,5,131,3,226,0,120,676
Watertown,2023-11-07,SCHOOL COMMITTEE,Jennifer A. Nicholson,5,64,3,226,0,120,676
Watertown,2023-11-07,SCHOOL COMMITTEE,David M. Stokes,5,97,3,226,0,120,676
Watertown,2023-11-07,SCHOOL COMMITTEE,Rachel E. Kay,6,104,3,240,0,144,720
Watertown,2023-11-07,SCHOOL COMMITTEE,Lisa Capoccia,6,127,3,240,0,144,720
Watertown,2023-11-07,SCHOOL COMMITTEE,Kendra M. Foley,6,147,3,240,0,144,720
Watertown,2023-11-07,SCHOOL COMMITTEE,Jennifer A. Nicholson,6,95,3,240,0,144,720
Watertown,2023-11-07,SCHOOL COMMITTEE,David M. Stokes,6,103,3,240,0,144,720
Watertown,2023-11-07,SCHOOL COMMITTEE,Rachel E. Kay,7,196,3,380,0,219,1129
Watertown,2023-11-07,SCHOOL COMMITTEE,Lisa Capoccia,7,234,3,380,0,219,1129
Watertown,2023-11-07,SCHOOL COMMITTEE,Kendra M. Foley,7,203,3,380,0,219,1129
Watertown,2023-11-07,SCHOOL COMMITTEE,Jennifer A. Nicholson,7,129,3,380,0,219,1129
Watertown,2023-11-07,SCHOOL COMMITTEE,David M. Stokes,7,148,3,380,0,219,1129
Watertown,2023-11-07,SCHOOL COMMITTEE,Rachel E. Kay,8,220,3,403,0,186,1203
Watertown,2023-11-07,SCHOOL COMMITTEE,Lisa Capoccia,8,251,3,403,0,186,1203
Watertown,2023-11-07,SCHOOL COMMITTEE,Kendra M. Foley,8,225,3,403,0,186,1203
Watertown,2023-11-07,SCHOOL COMMITTEE,Jennifer A. Nicholson,8,140,3,403,0,186,1203
Watertown,2023-11-07,SCHOOL COMMITTEE,David M. Stokes,8,181,3,403,0,186,1203
Watertown,2023-11-07,SCHOOL COMMITTEE,Rachel E. Kay,9,137,3,208,0,134,626
Watertown,2023-11-07,SCHOOL COMMITTEE,Lisa Capoccia,9,96,3,208,0,134,626
Watertown,2023-11-07,SCHOOL COMMITTEE,Kendra M. Foley,9,119,3,208,0,134,626
Watertown,2023-11-07,SCHOOL COMMITTEE,Jennifer A. Nicholson,9,68,3,208,0,134,626
Watertown,2023-11-07,SCHOOL COMMITTEE,David M. Stokes,9,72,3,208,0,134,626
Watertown,2021-11-02,BALLOT QUESTION 1,YES,1,224,1,404,0,42,404
Watertown,2021-11-02,BALLOT QUESTION 1,NO,1,138,1,404,0,42,404
Watertown,2021-11-02,BALLOT QUESTION 1,YES,10,321,1,747,0,27,747
Watertown,2021-11-02,BALLOT QUESTION 1,NO,10,399,1,747,0,27,747
Watertown,2021-11-02,BALLOT QUESTION 1,YES,11,214,1,457,0,22,457
Watertown,2021-11-02,BALLOT QUESTION 1,NO,11,221,1,457,0,22,457
Watertown,2021-11-02,BALLOT QUESTION 1,YES,12,208,1,421,0,21,421
Watertown,2021-11-02,BALLOT QUESTION 1,NO,12,192,1,421,0,21,421
Watertown,2021-11-02,BALLOT QUESTION 1,YES,2,307,1,488,0,23,488
Watertown,2021-11-02,BALLOT QUESTION 1,NO,2,158,1,488,0,23,488
Watertown,2021-11-02,BALLOT QUESTION 1,YES,3,416,1,647,0,40,647
Watertown,2021-11-02,BALLOT QUESTION 1,NO,3,191,1,647,0,40,647
Watertown,2021-11-02,BALLOT QUESTION 1,YES,4,368,1,638,0,41,638
Watertown,2021-11-02,BALLOT QUESTION 1,NO,4,229,1,638,0,41,638
Watertown,2021-11-02,BALLOT QUESTION 1,YES,5,308,1,490,0,30,490
Watertown,2021-11-02,BALLOT QUESTION 1,NO,5,152,1,490,0,30,490
Watertown,2021-11-02,BALLOT QUESTION 1,YES,6,202,1,345,0,22,345
Watertown,2021-11-02,BALLOT QUESTION 1,NO,6,121,1,345,0,22,345
Watertown,2021-11-02,BALLOT QUESTION 1,YES,7,294,1,609,0,61,609
Watertown,2021-11-02,BALLOT QUESTION 1,NO,7,254,1,609,0,61,609
Watertown,2021-11-02,BALLOT QUESTION 1,YES,8,309,1,615,0,24,615
Watertown,2021-11-02,BALLOT QUESTION 1,NO,8,282,1,615,0,24,615
Watertown,2021-11-02,BALLOT QUESTION 1,YES,9,208,1,333,0,7,333
Watertown,2021-11-02,BALLOT QUESTION 1,NO,9,118,1,333,0,7,333
Watertown,2021-11-02,BALLOT QUESTION 2,YES,1,250,1,404,0,49,404
Watertown,2021-11-02,BALLOT QUESTION 2,NO,1,105,1,404,0,49,404
Watertown,2021-11-02,BALLOT QUESTION 2,YES,10,366,1,774,0,67,774
Watertown,2021-11-02,BALLOT QUESTION 2,NO,10,341,1,774,0,67,774
Watertown,2021-11-02,BALLOT QUESTION 2,YES,11,238,1,457,0,31,457
Watertown,2021-11-02,BALLOT QUESTION 2,NO,11,188,1,457,0,31,457
Watertown,2021-11-02,BALLOT QUESTION 2,YES,12,221,1,420,0,29,420
Watertown,2021-11-02,BALLOT QUESTION 2,NO,12,170,1,420,0,29,420
Watertown,2021-11-02,BALLOT QUESTION 2,YES,2,332,1,488,0,29,488
Watertown,2021-11-02,BALLOT QUESTION 2,NO,2,127,1,488,0,29,488
Watertown,2021-11-02,BALLOT QUESTION 2,YES,3,470,1,647,0,53,647
Watertown,2021-11-02,BALLOT QUESTION 2,NO,3,124,1,647,0,53,647
Watertown,2021-11-02,BALLOT QUESTION 2,YES,4,451,1,638,0,52,638
Watertown,2021-11-02,BALLOT QUESTION 2,NO,4,135,1,638,0,52,638
Watertown,2021-11-02,BALLOT QUESTION 2,YES,5,338,1,490,0,36,490
Watertown,2021-11-02,BALLOT QUESTION 2,NO,5,116,1,490,0,36,490
Watertown,2021-11-02,BALLOT QUESTION 2,YES,6,225,1,346,0,26,346
Watertown,2021-11-02,BALLOT QUESTION 2,NO,6,95,1,346,0,26,346
Watertown,2021-11-02,BALLOT QUESTION 2,YES,7,323,1,609,0,83,609
Watertown,2021-11-02,BALLOT QUESTION 2,NO,7,203,1,609,0,83,609
Watertown,2021-11-02,BALLOT QUESTION 2,YES,8,349,1,614,0,35,614
Watertown,2021-11-02,BALLOT QUESTION 2,NO,8,230,1,614,0,35,614
Watertown,2021-11-02,BALLOT QUESTION 2,YES,9,227,1,331,0,14,331
Watertown,2021-11-02,BALLOT QUESTION 2,NO,9,90,1,331,0,14,331
Watertown,2021-11-02,CITY COUNCIL PRESIDENT,Mark S. Sideris,1,279,1,404,5,120,399
Watertown,2021-11-02,CITY COUNCIL PRESIDENT,Mark S. Sideris,10,542,1,747,10,195,737
Watertown,2021-11-02,CITY COUNCIL PRESIDENT,Mark S. Sideris,11,333,1,457,15,109,442
Watertown,2021-11-02,CITY COUNCIL PRESIDENT,Mark S. Sideris,12,311,1,419,5,103,414
Watertown,2021-11-02,CITY COUNCIL PRESIDENT,Mark S. Sideris,2,332,1,472,15,125,457
Watertown,2021-11-02,CITY COUNCIL PRESIDENT,Mark S. Sideris,3,461,1,647,8,178,639
Watertown,2021-11-02,CITY COUNCIL PRESIDENT,Mark S. Sideris,4,471,1,636,20,145,616
Watertown,2021-11-02,CITY COUNCIL PRESIDENT,Mark S. Sideris,5,353,1,490,9,128,481
Watertown,2021-11-02,CITY COUNCIL PRESIDENT,Mark S. Sideris,6,271,1,344,14,59,330
Watertown,2021-11-02,CITY COUNCIL PRESIDENT,Mark S. Sideris,7,457,1,608,18,133,590
Watertown,2021-11-02,CITY COUNCIL PRESIDENT,Mark S. Sideris,8,461,1,612,16,135,596
Watertown,2021-11-02,CITY COUNCIL PRESIDENT,Mark S. Sideris,9,245,1,333,8,80,325
Watertown,2021-11-02,COUNCILOR-AT-LARGE,John Airasian,1,214,3,457,1,443,1599
Watertown,2021-11-02,COUNCILOR-AT-LARGE,Caroline J. Bays,1,207,3,457,1,443,1599
Watertown,2021-11-02,COUNCILOR-AT-LARGE,Anthony Palomba,1,198,3,457,1,443,1599
Watertown,2021-11-02,COUNCILOR-AT-LARGE,Daniel D’Amico,1,135,3,457,1,443,1599
Watertown,2021-11-02,COUNCILOR-AT-LARGE,James L. Mello,1,93,3,457,1,443,1599
Watertown,2021-11-02,COUNCILOR-AT-LARGE,Megan S. O’Halloran,1,139,3,457,1,443,1599
Watertown,2021-11-02,COUNCILOR-AT-LARGE,John G. Gannon,1,170,3,457,1,443,1599
Watertown,2021-11-02,COUNCILOR-AT-LARGE,John Airasian,10,466,3,891,1,863,3059
Watertown,2021-11-02,COUNCILOR-AT-LARGE,Caroline J. Bays,10,238,3,891,1,863,3059
Watertown,2021-11-02,COUNCILOR-AT-LARGE,Anthony Palomba,10,260,3,891,1,863,3059
Watertown,2021-11-02,COUNCILOR-AT-LARGE,Daniel D’Amico,10,282,3,891,1,863,3059
Watertown,2021-11-02,COUNCILOR-AT-LARGE,James L. Mello,10,275,3,891,1,863,3059
Watertown,2021-11-02,COUNCILOR-AT-LARGE,Megan S. O’Halloran,10,371,3,891,1,863,3059
Watertown,2021-11-02,COUNCILOR-AT-LARGE,John G. Gannon,10,304,3,891,1,863,3059
Watertown,2021-11-02,COUNCILOR-AT-LARGE,John Airasian,11,306,4,507,2,408,1816
Watertown,2021-11-02,COUNCILOR-AT-LARGE,Caroline J. Bays,11,159,4,507,2,408,1816
Watertown,2021-11-02,COUNCILOR-AT-LARGE,Anthony Palomba,11,173,4,507,2,408,1816
Watertown,2021-11-02,COUNCILOR-AT-LARGE,Daniel D’Amico,11,171,4,507,2,408,1816
Watertown,2021-11-02,COUNCILOR-AT-LARGE,James L. Mello,11,197,4,507,2,408,1816
Watertown,2021-11-02,COUNCILOR-AT-LARGE,Megan S. O’Halloran,11,250,4,507,2,408,1816
Watertown,2021-11-02,COUNCILOR-AT-LARGE,John G. Gannon,11,152,4,507,2,408,1816
Watertown,2021-11-02,COUNCILOR-AT-LARGE,John Airasian,12,260,4,471,1,369,1685
Watertown,2021-11-02,COUNCILOR-AT-LARGE,Caroline J. Bays,12,181,4,471,1,369,1685
Watertown,2021-11-02,COUNCILOR-AT-LARGE,Anthony Palomba,12,184,4,471,1,369,1685
Watertown,2021-11-02,COUNCILOR-AT-LARGE,Daniel D’Amico,12,140,4,471,1,369,1685
Watertown,2021-11-02,COUNCILOR-AT-LARGE,James L. Mello,12,157,4,471,1,369,1685
Watertown,2021-11-02,COUNCILOR-AT-LARGE,Megan S. O’Halloran,12,218,4,471,1,369,1685
Watertown,2021-11-02,COUNCILOR-AT-LARGE,John G. Gannon,12,176,4,471,1,369,1685
Watertown,2021-11-02,COUNCILOR-AT-LARGE,John Airasian,2,228,3,594,2,427,1933
Watertown,2021-11-02,COUNCILOR-AT-LARGE,Caroline J. Bays,2,303,3,594,2,427,1933
Watertown,2021-11-02,COUNCILOR-AT-LARGE,Anthony Palomba,2,298,3,594,2,427,1933
Watertown,2021-11-02,COUNCILOR-AT-LARGE,Daniel D’Amico,2,196,3,594,2,427,1933
Watertown,2021-11-02,COUNCILOR-AT-LARGE,James L. Mello,2,88,3,594,2,427,1933
Watertown,2021-11-02,COUNCILOR-AT-LARGE,Megan S. O’Halloran,2,161,3,594,2,427,1933
Watertown,2021-11-02,COUNCILOR-AT-LARGE,John G. Gannon,2,232,3,594,2,427,1933
Watertown,2021-11-02,COUNCILOR-AT-LARGE,John Airasian,3,257,3,768,1,634,2564
Watertown,2021-11-02,COUNCILOR-AT-LARGE,Caroline J. Bays,3,408,3,768,1,634,2564
Watertown,2021-11-02,COUNCILOR-AT-LARGE,Anthony Palomba,3,409,3,768,1,634,2564
Watertown,2021-11-02,COUNCILOR-AT-LARGE,Daniel D’Amico,3,311,3,768,1,634,2564
Watertown,2021-11-02,COUNCILOR-AT-LARGE,James L. Mello,3,85,3,768,1,634,2564
Watertown,2021-11-02,COUNCILOR-AT-LARGE,Megan S. O’Halloran,3,157,3,768,1,634,2564
Watertown,2021-11-02,COUNCILOR-AT-LARGE,John G. Gannon,3,303,3,768,1,634,2564
Watertown,2021-11-02,COUNCILOR-AT-LARGE,John Airasian,4,298,3,730,4,452,2535
Watertown,2021-11-02,COUNCILOR-AT-LARGE,Caroline J. Bays,4,403,3,730,4,452,2535
Watertown,2021-11-02,COUNCILOR-AT-LARGE,Anthony Palomba,4,406,3,730,4,452,2535
Watertown,2021-11-02,COUNCILOR-AT-LARGE,Daniel D’Amico,4,321,3,730,4,452,2535
Watertown,2021-11-02,COUNCILOR-AT-LARGE,James L. Mello,4,123,3,730,4,452,2535
Watertown,2021-11-02,COUNCILOR-AT-LARGE,Megan S. O’Halloran,4,177,3,730,4,452,2535
Watertown,2021-11-02,COUNCILOR-AT-LARGE,John G. Gannon,4,355,3,730,4,452,2535
Watertown,2021-11-02,COUNCILOR-AT-LARGE,John Airasian,5,223,4,547,1,381,1959
